MONTH,DAY,DOY,TMAX,TMIN,RH,pWet,WetAmount
4,27,117,36.9,24.75,68.0,0.0,0.0
4,28,118,36.05,24.75,65.5,0.25,16.2
4,29,119,37.1,25.6,67.5,0.25,7.0
4,30,120,37.1,25.3,66.5,0.0,0.0
5,1,121,37.25,25.05,64.0,0.0,0.0
5,2,122,37.85,25.0,62.0,0.25,21.2
5,3,123,37.0,25.5,62.5,0.25,67.8
5,4,124,37.6,26.05,66.5,0.5,4.5
5,5,125,38.2,25.8,61.0,0.0,0.0
5,6,126,38.45,25.7,63.0,0.0,0.0
5,7,127,38.15,26.0,63.0,0.0,0.0
5,8,128,38.4,25.4,66.0,0.25,10.4
5,9,129,35.2,25.5,68.0,0.0,0.0
5,10,130,36.6,25.9,70.0,0.2,17.6
5,11,131,35.8,25.4,70.0,0.4,6.1
5,12,132,38.4,25.6,65.0,0.0,0.0
5,13,133,37.2,25.5,69.0,0.4,28.6
5,14,134,36.2,25.4,69.0,0.2,3.2
5,15,135,35.9,24.6,77.0,0.6,1.6
5,16,136,35.6,25.2,79.0,0.6,4.4
5,17,137,36.7,25.0,77.0,0.6,2.6
5,18,138,37.4,25.5,72.0,0.4,23.75
5,19,139,37.5,24.0,74.0,0.8,10.0
5,20,140,36.3,25.2,74.0,0.6,0.3
5,21,141,36.4,26.4,75.0,0.2,0.5
5,22,142,36.0,25.1,72.0,0.4,6.3
5,23,143,36.8,25.8,72.0,0.4,12.35
5,24,144,36.2,24.7,76.0,0.6,6.6
5,25,145,36.2,25.4,73.0,0.4,29.4
5,26,146,35.6,24.4,79.0,0.2,44.2
5,27,147,36.0,25.3,76.0,0.8,2.0
5,28,148,34.8,25.5,78.0,0.4,51.05
5,29,149,35.8,26.0,74.0,0.4,9.3
5,30,150,36.0,26.1,73.0,0.2,9.4
5,31,151,35.9,25.0,71.0,0.2,1.0
6,1,152,36.9,26.1,66.0,0.0,0.0
6,2,153,37.5,26.4,70.0,0.2,0.3
6,3,154,37.6,26.9,72.0,0.2,30.0
6,4,155,35.6,25.8,74.0,0.2,1.0
6,5,156,35.8,26.3,72.0,0.4,3.3
6,6,157,35.7,25.7,75.0,0.2,0.8
6,7,158,36.6,25.2,75.0,0.4,17.6
6,8,159,35.2,25.2,76.0,0.4,32.6
6,9,160,36.4,24.8,76.0,0.2,14.9
6,10,161,36.2,25.3,76.0,0.4,8.0
6,11,162,35.4,25.5,78.0,0.2,7.1
6,12,163,34.8,25.7,77.0,0.6,1.2
6,13,164,36.5,25.1,77.0,0.6,12.2
6,14,165,36.2,24.8,75.0,0.6,22.0
6,15,166,36.4,26.1,77.0,0.2,16.8
6,16,167,36.6,25.8,76.0,0.6,0.4
6,17,168,36.7,25.6,70.0,0.0,0.0
6,18,169,36.8,25.1,71.0,0.2,51.8
6,19,170,37.1,25.0,76.0,0.4,4.65
6,20,171,37.4,24.8,73.0,0.2,0.7
6,21,172,37.8,25.8,71.0,0.2,5.6
6,22,173,36.8,26.3,75.0,0.2,0.4
6,23,174,36.7,24.1,77.0,0.6,10.4
6,24,175,35.9,24.6,77.0,0.8,2.65
6,25,176,34.5,24.9,75.0,0.4,2.3
6,26,177,34.1,24.8,77.0,0.8,7.0
6,27,178,34.2,24.6,77.0,0.6,12.1
6,28,179,36.3,24.7,79.0,0.6,9.6
6,29,180,35.9,24.8,79.0,0.2,3.0
6,30,181,36.1,25.5,76.0,0.2,5.0
7,1,182,36.0,25.0,78.0,0.8,3.35
7,2,183,34.6,25.3,79.0,0.4,2.45
7,3,184,34.4,25.5,78.0,0.6,11.0
7,4,185,35.4,25.3,79.0,0.6,2.9
7,5,186,35.5,24.3,80.0,0.6,4.4
7,6,187,36.2,25.0,75.0,0.6,1.0
7,7,188,34.0,24.8,76.0,0.4,11.3
7,8,189,36.5,25.0,76.0,0.6,10.6
7,9,190,36.5,25.4,75.0,0.2,0.4
7,10,191,36.7,25.0,72.0,0.2,0.1
7,11,192,36.0,25.7,77.0,0.6,0.6
7,12,193,34.8,25.2,77.0,0.8,23.0
7,13,194,31.8,24.5,85.0,0.6,38.2
7,14,195,35.4,25.1,81.0,0.4,8.25
7,15,196,34.3,24.3,81.0,0.8,3.35
7,16,197,35.3,25.7,78.0,0.4,2.35
7,17,198,34.3,24.7,80.0,0.8,3.2
7,18,199,35.3,25.7,81.0,0.6,0.6
7,19,200,34.2,25.2,77.0,0.4,19.6
7,20,201,34.5,25.6,75.0,0.2,1.0
7,21,202,33.9,24.7,80.0,0.6,23.4
7,22,203,35.3,25.5,78.0,0.4,35.0
7,23,204,35.3,24.8,78.0,0.6,5.8
7,24,205,32.6,24.8,85.0,0.6,20.0
7,25,206,33.5,24.7,84.0,0.4,67.3
7,26,207,34.1,25.0,77.0,0.2,6.2
7,27,208,33.4,25.0,79.0,0.4,0.9
7,28,209,33.2,25.5,85.0,0.8,2.8
7,29,210,33.4,25.0,86.0,0.8,8.3
7,30,211,33.9,24.5,83.0,0.4,12.8
7,31,212,34.4,25.0,82.0,0.8,1.3
8,1,213,32.9,25.0,86.0,1.0,11.4
8,2,214,32.5,25.1,83.0,0.6,2.4
8,3,215,34.4,25.7,82.0,0.4,11.8
8,4,216,34.4,25.3,76.0,0.4,2.0
8,5,217,35.4,25.0,74.0,0.6,2.3
8,6,218,35.5,25.0,77.0,0.6,14.8
8,7,219,34.6,25.2,74.0,0.4,1.4
8,8,220,34.3,25.0,78.0,0.6,1.6
8,9,221,35.0,25.2,81.0,0.4,5.25
8,10,222,34.3,25.4,79.0,0.4,0.25
8,11,223,35.2,24.7,80.0,0.4,6.4
8,12,224,35.0,24.8,77.0,0.0,0.0
8,13,225,35.3,24.5,80.0,0.4,7.9
8,14,226,34.5,25.0,83.0,0.4,22.65
8,15,227,33.5,25.0,83.0,0.4,6.5
8,16,228,33.6,24.2,83.0,0.4,3.05
8,17,229,34.8,24.4,77.0,0.4,32.4
8,18,230,35.2,24.7,79.0,0.2,0.3
8,19,231,34.4,24.3,82.0,0.4,9.75
8,20,232,34.7,24.6,79.0,0.8,9.05
8,21,233,35.4,25.0,79.0,0.4,4.55
8,22,234,34.1,24.5,81.0,0.6,11.3
8,23,235,35.0,23.2,77.0,0.6,7.6
8,24,236,34.7,24.4,82.0,0.4,0.7
8,25,237,34.0,24.5,80.0,0.6,1.4
8,26,238,34.4,24.0,80.0,0.4,61.45
8,27,239,33.8,24.2,83.0,0.4,26.8
8,28,240,33.4,24.5,84.0,0.6,1.7
8,29,241,34.3,24.2,82.0,1.0,1.6
8,30,242,33.4,24.7,82.0,0.6,6.3
8,31,243,33.6,24.8,86.0,0.4,5.7
9,1,244,34.6,24.5,81.0,0.4,23.05
9,2,245,29.8,24.2,88.0,0.8,7.1
9,3,246,33.6,24.4,81.0,0.2,8.2
9,4,247,33.4,25.0,81.0,0.2,40.9
9,5,248,32.8,24.8,84.0,0.6,10.8
9,6,249,34.0,24.8,83.0,0.6,11.9
9,7,250,34.7,24.7,81.0,0.6,5.0
9,8,251,33.0,24.6,82.0,0.4,4.55
9,9,252,34.4,24.7,81.0,0.6,2.3
9,10,253,33.9,24.2,82.0,0.4,32.1
9,11,254,34.6,24.7,80.0,0.6,1.6
9,12,255,33.6,24.3,83.0,0.6,5.8
9,13,256,34.0,24.5,81.0,0.0,0.0
9,14,257,35.1,24.6,79.0,0.4,1.2
9,15,258,34.5,24.5,82.0,0.6,2.7
9,16,259,34.4,24.5,79.0,0.4,22.3
9,17,260,33.9,24.5,80.0,0.2,18.3
9,18,261,34.9,24.7,79.0,0.4,2.1
9,19,262,33.4,24.0,83.0,0.6,5.0
9,20,263,34.7,24.3,78.0,0.6,0.6
9,21,264,34.6,24.9,78.0,0.4,0.55
9,22,265,32.5,24.8,82.0,0.4,7.0
9,23,266,33.3,24.5,78.0,0.6,1.2
9,24,267,33.4,24.5,80.0,0.6,7.1
9,25,268,33.1,24.5,86.0,0.2,22.4
9,26,269,34.2,24.8,82.0,0.4,0.1
9,27,270,33.0,25.0,87.0,0.6,1.2
9,28,271,34.3,24.3,80.0,0.2,9.2
9,29,272,34.8,24.0,78.0,0.6,1.3
9,30,273,33.9,25.5,81.0,0.4,3.05
10,1,274,33.1,24.8,78.0,0.6,3.1
10,2,275,32.2,24.5,84.0,0.2,2.5
10,3,276,30.4,24.3,84.0,0.4,2.7
10,4,277,32.0,24.2,83.0,0.6,11.6
10,5,278,33.5,24.2,82.0,0.4,10.55
10,6,279,33.1,23.9,82.0,0.8,2.6
10,7,280,33.3,24.5,80.0,0.2,20.4
10,8,281,33.4,24.0,79.0,0.2,1.0
10,9,282,33.0,23.8,81.0,0.8,11.85
10,10,283,30.6,24.0,90.0,0.8,13.7
10,11,284,27.5,23.8,94.0,0.8,18.35
10,12,285,30.0,24.2,94.0,0.8,3.35
10,13,286,31.5,24.1,86.0,0.6,0.3
10,14,287,31.7,24.2,88.0,0.6,14.7
10,15,288,29.0,23.8,92.0,0.6,43.6
10,16,289,31.75,22.9,86.0,0.4,9.25
10,17,290,32.45,24.0,79.0,0.6,6.8
10,18,291,31.65,24.0,83.0,0.6,2.0
10,19,292,31.95,23.8,84.0,0.6,9.8
10,20,293,29.4,24.0,89.0,0.8,16.85
10,21,294,30.0,24.0,88.0,0.6,3.9
10,22,295,32.1,23.8,84.0,0.2,65.1
10,23,296,30.75,24.0,87.0,0.6,2.0
10,24,297,29.5,24.1,89.0,0.8,7.7
10,25,298,29.9,23.6,84.0,0.4,53.9
10,26,299,32.2,23.5,78.0,0.2,12.8
10,27,300,30.3,23.5,81.0,0.2,1.8
10,28,301,32.2,24.0,80.0,0.2,15.0
10,29,302,28.7,24.0,90.0,0.4,43.4
10,30,303,28.3,23.0,94.0,0.6,13.0
10,31,304,31.9,23.0,84.0,0.0,0.0
11,1,305,29.7,23.3,85.0,0.6,7.2
11,2,306,31.65,23.4,81.0,0.2,0.6
11,3,307,31.95,24.0,83.0,0.2,13.4
11,4,308,30.75,23.6,88.0,0.4,25.5
11,5,309,31.05,23.8,84.0,0.2,11.3
11,6,310,31.5,23.5,83.0,0.2,37.0
11,7,311,31.65,23.8,86.0,0.6,37.1
11,8,312,29.8,24.0,86.0,0.4,49.05
11,9,313,30.4,23.4,85.0,0.4,15.3
11,10,314,32.05,23.8,86.0,0.6,12.9
11,11,315,29.0,24.1,86.0,0.6,54.7
11,12,316,31.85,23.1,87.0,0.6,1.3
11,13,317,31.65,23.5,84.0,0.6,9.8
11,14,318,28.1,23.9,90.0,0.8,0.5
11,15,319,30.75,23.8,87.0,0.4,14.5
11,16,320,30.6,22.8,90.0,0.4,13.0
11,17,321,28.2,23.0,88.0,0.8,3.95
11,18,322,29.15,23.0,86.0,0.4,9.85
11,19,323,31.2,23.2,84.0,0.2,2.3
11,20,324,28.8,23.8,85.0,0.6,0.6
11,21,325,29.85,22.8,85.0,0.4,24.4
11,22,326,31.05,22.6,81.0,0.2,0.1
11,23,327,30.15,22.9,84.0,0.4,1.1
11,24,328,30.2,23.2,87.0,0.6,27.9
11,25,329,28.35,22.8,90.0,0.4,3.2
11,26,330,29.05,23.6,91.0,0.8,1.45
11,27,331,30.2,22.8,86.0,0.6,1.4
11,28,332,27.6,22.8,87.0,0.4,11.65
11,29,333,27.95,23.0,84.0,0.6,10.6
11,30,334,28.9,22.7,88.0,0.6,7.2
12,1,335,28.9,22.2,87.0,0.6,0.8
12,2,336,27.75,23.4,92.0,0.4,17.2
12,3,337,28.75,23.2,92.0,0.8,3.2
12,4,338,28.45,23.0,88.0,0.6,1.0
12,5,339,27.75,23.4,88.0,0.6,3.2
12,6,340,28.95,23.5,90.0,0.8,1.8
12,7,341,29.2,23.9,89.0,0.6,39.1
12,8,342,28.55,23.2,90.0,0.6,2.6
12,9,343,30.3,22.8,87.0,0.2,1.2
12,10,344,28.4,23.0,88.0,0.6,0.3
12,11,345,30.1,23.0,87.0,0.2,0.4
12,12,346,30.55,23.0,86.0,0.4,0.75
12,13,347,28.25,22.8,91.0,0.6,0.9
12,14,348,29.5,22.4,87.0,0.2,5.7
12,15,349,28.2,22.0,92.0,0.4,2.55
12,16,350,28.2,22.6,89.0,0.6,1.4
12,17,351,27.55,22.0,89.0,0.8,4.35
12,18,352,27.65,22.7,90.0,0.4,21.3
12,19,353,25.55,21.5,89.0,0.6,0.6
12,20,354,26.55,21.9,94.0,0.8,6.7
12,21,355,26.2,21.5,89.0,1.0,18.6
12,22,356,26.5,22.1,87.0,0.6,0.4
12,23,357,25.15,22.2,87.0,0.6,0.4
12,24,358,25.9,21.6,87.0,0.8,0.65
12,25,359,27.8,22.0,86.0,0.4,20.75
12,26,360,26.8,22.6,90.0,0.8,12.75
12,27,361,25.3,22.8,94.0,0.8,9.75
12,28,362,25.75,20.8,88.0,0.8,1.25
12,29,363,26.85,21.5,88.0,0.6,13.0
12,30,364,25.65,20.5,92.0,0.8,10.9
12,31,365,28.15,20.2,84.0,0.6,7.2
