MONTH,DAY,DOY,TMAX,TMIN,RH,pWet,WetAmount
2,7,38,24.4,16.0,84.0,0.4,6.2
2,8,39,23.0,14.8,85.0,0.2,3.3
2,9,40,24.0,14.0,84.0,0.4,2.5
2,10,41,22.6,14.0,82.0,0.2,4.6
2,11,42,22.8,12.8,80.0,0.2,0.8
2,12,43,23.4,14.4,81.0,0.0,0.0
2,13,44,23.8,13.6,84.0,0.0,0.0
2,14,45,23.8,15.0,81.0,0.2,7.0
2,15,46,23.5,14.8,87.0,0.2,0.2
2,16,47,23.0,14.0,84.0,0.2,5.4
2,17,48,22.8,13.2,87.0,0.2,11.0
2,18,49,22.8,14.6,86.0,0.2,15.2
2,19,50,23.5,14.8,83.0,0.2,20.0
2,20,51,24.4,15.0,86.0,0.2,14.6
2,21,52,24.5,13.2,73.0,0.2,3.4
2,22,53,24.0,15.4,81.0,0.2,1.2
2,23,54,23.6,15.2,83.0,0.2,9.8
2,24,55,24.6,16.0,83.0,0.2,1.2
2,25,56,23.4,14.9,84.0,0.0,0.0
2,26,57,24.8,14.0,83.0,0.0,0.0
2,27,58,24.4,13.4,75.0,0.0,0.0
2,28,59,24.4,14.2,73.0,0.0,0.0
3,1,60,24.6,15.0,81.0,0.2,39.6
3,2,61,24.2,15.0,82.0,0.2,6.3
3,3,62,25.0,14.8,81.0,0.2,2.0
3,4,63,24.0,15.0,84.0,0.0,0.0
3,5,64,24.2,15.2,84.0,0.0,0.0
3,6,65,26.2,15.0,83.0,0.0,0.0
3,7,66,24.8,14.5,85.0,0.0,0.0
3,8,67,24.6,14.2,81.0,0.0,0.0
3,9,68,25.2,13.9,81.0,0.0,0.0
3,10,69,23.6,14.2,81.0,0.0,0.0
3,11,70,24.6,15.0,81.0,0.0,0.0
3,12,71,24.0,15.0,79.0,0.0,0.0
3,13,72,24.3,14.8,84.0,0.2,11.2
3,14,73,23.0,15.2,88.0,0.4,8.45
3,15,74,24.2,15.3,88.0,0.4,1.8
3,16,75,25.4,14.2,87.0,0.4,7.55
3,17,76,25.2,15.2,84.0,0.4,1.35
3,18,77,24.8,15.0,87.0,0.4,0.6
3,19,78,23.0,15.0,87.0,0.4,16.35
3,20,79,25.2,16.4,88.0,0.4,8.2
3,21,80,25.2,16.2,82.0,0.2,39.1
3,22,81,26.0,15.6,82.0,0.4,3.5
3,23,82,24.6,16.1,82.0,0.4,2.5
3,24,83,25.5,16.0,83.0,0.2,13.4
3,25,84,25.2,16.0,84.0,0.4,0.15
3,26,85,25.6,16.4,81.0,0.2,37.0
3,27,86,26.4,16.8,82.0,0.4,15.6
3,28,87,26.0,16.5,81.0,0.6,13.6
3,29,88,24.6,16.2,79.0,0.4,3.8
3,30,89,25.2,16.5,82.0,0.0,0.0
3,31,90,26.4,16.6,78.0,0.0,0.0
4,1,91,25.4,15.5,80.0,0.2,0.4
4,2,92,25.7,15.8,81.0,0.2,3.5
4,3,93,24.5,16.0,83.0,0.2,4.4
4,4,94,25.4,15.6,81.0,0.2,2.4
4,5,95,25.0,16.0,86.0,0.0,0.0
4,6,96,24.8,15.8,88.0,0.2,23.6
4,7,97,24.4,15.8,90.0,0.4,8.0
4,8,98,24.0,16.0,87.0,0.4,5.8
4,9,99,24.0,15.5,87.0,0.8,7.1
4,10,100,24.0,15.7,90.0,0.8,10.4
4,11,101,24.0,15.8,88.0,0.2,0.3
4,12,102,24.4,16.3,85.0,0.2,1.2
4,13,103,24.3,15.5,84.0,0.2,4.0
4,14,104,24.0,16.5,88.0,0.4,2.2
4,15,105,25.0,16.8,85.0,0.6,0.4
4,16,106,24.6,16.8,86.0,0.2,2.4
4,17,107,24.9,16.8,88.0,0.8,9.5
4,18,108,25.2,16.6,88.0,0.4,29.8
4,19,109,26.0,17.0,84.0,0.2,0.6
4,20,110,24.8,16.8,89.0,0.4,2.75
4,21,111,25.2,17.0,88.0,0.2,3.6
4,22,112,26.4,17.4,86.0,0.4,9.0
4,23,113,25.2,16.0,82.0,0.2,7.0
4,24,114,25.7,16.8,78.0,0.4,11.0
4,25,115,24.8,17.0,81.0,0.4,3.5
4,26,116,25.4,17.2,88.0,0.6,0.4
4,27,117,25.4,16.5,89.0,0.8,5.0
4,28,118,25.2,16.8,89.0,0.4,18.7
4,29,119,24.2,17.0,86.0,0.2,2.6
4,30,120,26.0,17.0,86.0,0.4,17.9
5,1,121,26.2,17.0,85.0,0.4,8.1
5,2,122,26.0,16.8,84.0,0.2,2.4
5,3,123,26.8,17.2,86.0,0.2,84.1
5,4,124,27.1,17.2,85.0,0.4,10.8
5,5,125,26.6,17.5,91.0,0.2,0.2
5,6,126,26.8,17.6,85.0,0.4,1.5
5,7,127,26.0,17.4,83.0,0.2,3.4
5,8,128,25.2,17.0,84.0,0.8,7.4
5,9,129,26.0,17.2,85.0,0.4,12.3
5,10,130,25.4,17.2,85.0,0.6,4.2
5,11,131,25.6,17.2,87.0,0.8,4.8
5,12,132,25.8,17.5,88.0,0.6,10.6
5,13,133,25.0,17.6,89.0,0.6,2.0
5,14,134,25.0,17.0,90.0,0.4,37.4
5,15,135,24.2,17.0,86.0,0.8,16.3
5,16,136,23.0,17.0,90.0,0.4,13.45
5,17,137,24.2,17.6,90.0,0.4,33.6
5,18,138,24.8,17.3,92.0,0.6,7.6
5,19,139,22.8,17.4,93.0,0.6,22.2
5,20,140,25.6,18.0,92.0,1.0,21.2
5,21,141,25.2,17.4,91.0,0.8,7.7
5,22,142,24.0,17.2,90.0,1.0,20.2
5,23,143,25.0,17.0,89.0,0.8,6.4
5,24,144,25.0,17.9,89.0,0.6,10.9
5,25,145,24.6,17.3,90.0,0.6,10.4
5,26,146,24.7,17.5,88.0,0.8,6.95
5,27,147,24.2,17.2,91.0,0.6,4.0
5,28,148,25.2,18.0,91.0,0.8,4.2
5,29,149,24.2,17.0,88.0,1.0,8.2
5,30,150,24.6,17.2,88.0,0.6,2.6
5,31,151,24.6,17.5,87.0,0.6,4.6
6,1,152,23.8,17.0,88.0,0.8,11.5
6,2,153,24.8,17.8,89.0,0.6,7.8
6,3,154,24.4,17.4,91.0,0.6,14.9
6,4,155,24.5,17.5,88.0,0.6,3.0
6,5,156,24.6,17.6,91.0,0.6,11.4
6,6,157,23.8,17.2,92.0,0.6,2.2
6,7,158,25.0,17.0,90.0,0.8,16.6
6,8,159,25.2,16.6,88.0,0.8,5.3
6,9,160,25.0,16.9,89.0,1.0,10.6
6,10,161,24.4,17.0,89.0,0.8,4.55
6,11,162,23.8,17.0,88.0,0.8,15.6
6,12,163,23.9,17.4,88.0,0.8,11.9
6,13,164,24.4,17.0,88.0,0.6,14.3
6,14,165,24.4,17.1,91.0,1.0,17.2
6,15,166,25.6,17.0,87.0,0.4,11.95
6,16,167,25.2,17.2,90.0,0.8,5.7
6,17,168,25.5,17.0,88.0,0.2,9.2
6,18,169,25.2,17.0,89.0,0.8,12.7
6,19,170,23.4,16.6,88.0,0.8,11.5
6,20,171,24.6,16.5,93.0,0.8,7.5
6,21,172,24.6,16.8,90.0,0.8,8.9
6,22,173,25.6,17.0,90.0,0.8,23.45
6,23,174,24.4,16.2,89.0,0.8,19.75
6,24,175,24.8,17.0,89.0,0.6,32.2
6,25,176,23.6,17.0,90.0,0.8,9.0
6,26,177,23.8,17.2,83.0,0.6,7.8
6,27,178,24.4,17.4,88.0,0.6,3.8
6,28,179,25.0,17.0,91.0,1.0,14.8
6,29,180,25.0,16.9,93.0,0.8,8.9
6,30,181,24.4,17.0,91.0,0.8,5.4
7,1,182,25.0,17.3,90.0,0.6,3.2
7,2,183,24.2,17.0,89.0,0.8,9.7
7,3,184,25.3,17.0,90.0,0.6,11.7
7,4,185,24.2,16.8,90.0,0.8,12.2
7,5,186,23.2,17.0,89.0,0.4,25.85
7,6,187,23.8,17.0,88.0,0.4,17.2
7,7,188,25.4,17.0,87.0,0.8,6.6
7,8,189,24.5,17.6,88.0,0.8,3.8
7,9,190,24.6,17.4,85.0,0.8,10.0
7,10,191,26.0,17.0,84.0,0.4,18.1
7,11,192,24.4,17.4,87.0,0.8,4.6
7,12,193,25.2,17.2,92.0,1.0,17.1
7,13,194,22.8,17.0,94.0,1.0,3.4
7,14,195,23.4,17.1,92.0,0.8,4.1
7,15,196,25.4,17.0,94.0,1.0,25.3
7,16,197,24.0,17.5,92.0,0.6,22.4
7,17,198,25.2,17.6,89.0,0.8,6.7
7,18,199,24.3,17.5,93.0,0.6,20.6
7,19,200,25.0,17.1,91.0,0.4,12.25
7,20,201,24.8,17.7,87.0,0.8,15.4
7,21,202,24.6,17.5,91.0,1.0,25.0
7,22,203,23.8,17.4,95.0,0.8,56.7
7,23,204,25.2,17.0,96.0,0.8,83.8
7,24,205,24.4,17.2,93.0,0.8,95.9
7,25,206,20.5,17.1,98.0,1.0,87.8
7,26,207,20.2,16.8,97.0,1.0,18.4
7,27,208,21.8,16.9,94.0,1.0,16.2
7,28,209,22.0,16.4,96.0,0.8,42.2
7,29,210,21.6,17.0,95.0,1.0,13.4
7,30,211,20.4,16.6,97.0,1.0,15.0
7,31,212,20.8,17.6,95.0,1.0,14.0
8,1,213,20.4,17.4,94.0,1.0,8.4
8,2,214,21.2,17.0,95.0,1.0,49.0
8,3,215,22.8,17.0,92.0,1.0,6.0
8,4,216,23.8,17.0,92.0,1.0,9.5
8,5,217,21.0,17.6,94.0,0.8,21.3
8,6,218,21.7,17.0,93.0,0.8,7.0
8,7,219,20.8,17.6,94.0,1.0,27.0
8,8,220,21.4,16.5,95.0,1.0,8.6
8,9,221,20.2,16.2,96.0,1.0,32.0
8,10,222,22.5,16.6,94.0,1.0,12.0
8,11,223,22.6,16.2,94.0,0.8,12.7
8,12,224,23.4,17.0,93.0,0.8,8.6
8,13,225,24.4,16.8,91.0,1.0,14.6
8,14,226,23.8,16.4,91.0,0.8,43.6
8,15,227,23.0,16.3,92.0,0.8,8.5
8,16,228,22.8,16.4,90.0,0.4,18.15
8,17,229,24.0,17.0,90.0,0.6,11.4
8,18,230,24.0,16.6,92.0,0.8,9.7
8,19,231,24.4,16.6,91.0,1.0,16.4
8,20,232,23.4,16.4,89.0,0.8,25.6
8,21,233,23.6,16.4,89.0,0.8,6.5
8,22,234,24.4,16.0,92.0,1.0,7.2
8,23,235,24.0,16.4,92.0,0.8,4.2
8,24,236,23.8,16.7,92.0,1.0,4.8
8,25,237,23.8,16.4,93.0,1.0,3.6
8,26,238,22.4,17.0,93.0,0.8,6.3
8,27,239,23.6,16.6,87.0,0.6,12.8
8,28,240,25.4,16.5,89.0,0.8,23.25
8,29,241,23.5,16.8,89.0,1.0,1.2
8,30,242,23.8,16.4,90.0,1.0,8.1
8,31,243,23.6,16.1,93.0,0.6,24.8
9,1,244,23.4,16.5,94.0,1.0,27.5
9,2,245,21.2,16.6,96.0,1.0,48.4
9,3,246,19.0,16.5,98.0,1.0,30.0
9,4,247,21.2,17.2,95.0,1.0,22.8
9,5,248,21.4,17.0,89.0,0.8,46.25
9,6,249,23.8,16.6,91.0,1.0,3.2
9,7,250,25.0,17.2,91.0,0.6,1.8
9,8,251,24.2,16.4,89.0,0.8,25.6
9,9,252,24.0,16.6,93.0,0.6,23.8
9,10,253,24.2,16.0,93.0,0.8,8.1
9,11,254,23.4,16.0,94.0,1.0,3.4
9,12,255,22.4,15.8,93.0,1.0,4.6
9,13,256,23.4,17.0,92.0,0.4,25.4
9,14,257,24.6,16.4,91.0,0.8,10.5
9,15,258,23.8,16.2,88.0,0.6,3.6
9,16,259,22.4,16.2,89.0,0.8,3.0
9,17,260,21.4,16.5,93.0,0.8,28.9
9,18,261,22.2,17.0,95.0,0.8,10.4
9,19,262,24.2,16.4,93.0,0.8,29.4
9,20,263,24.4,16.2,91.0,0.4,25.9
9,21,264,25.0,16.5,88.0,0.6,7.0
9,22,265,22.8,16.6,93.0,0.6,11.8
9,23,266,24.2,16.8,84.0,0.6,37.6
9,24,267,25.0,16.2,88.0,0.8,4.1
9,25,268,24.4,16.0,87.0,0.8,13.2
9,26,269,24.6,16.4,91.0,0.8,12.0
9,27,270,23.8,17.4,87.0,0.6,2.8
9,28,271,24.4,17.2,93.0,0.6,21.2
9,29,272,24.2,16.8,94.0,0.8,7.5
9,30,273,25.4,16.4,92.0,0.2,120.0
10,1,274,24.2,16.8,94.0,0.8,11.35
10,2,275,23.2,16.3,91.0,0.6,15.0
10,3,276,24.6,16.2,87.0,0.6,2.4
10,4,277,24.2,17.4,89.0,0.8,5.0
10,5,278,22.4,17.0,92.0,0.6,4.2
10,6,279,24.8,16.2,87.0,0.4,14.4
10,7,280,22.7,17.4,93.0,0.2,4.6
10,8,281,24.2,16.8,89.0,0.6,1.2
10,9,282,23.6,16.4,91.0,0.6,40.4
10,10,283,22.8,17.0,92.0,1.0,8.0
10,11,284,21.4,16.4,94.0,0.8,47.8
10,12,285,23.4,16.4,95.0,1.0,31.8
10,13,286,25.0,17.0,85.0,0.6,4.2
10,14,287,23.8,17.0,88.0,0.8,6.5
10,15,288,23.6,16.2,88.0,0.8,4.8
10,16,289,24.4,16.2,89.0,0.4,62.4
10,17,290,25.4,16.6,87.0,0.4,2.6
10,18,291,24.6,16.8,85.0,0.4,4.1
10,19,292,24.6,16.8,91.0,0.6,1.0
10,20,293,24.2,17.0,92.0,0.6,10.2
10,21,294,21.8,17.0,93.0,0.8,4.3
10,22,295,23.2,16.5,88.0,0.6,12.6
10,23,296,22.0,16.2,91.0,0.6,19.2
10,24,297,23.6,17.0,91.0,0.4,116.5
10,25,298,22.6,16.0,93.0,0.8,3.35
10,26,299,23.6,16.0,86.0,0.4,6.8
10,27,300,23.4,16.0,87.0,0.6,1.6
10,28,301,24.0,16.4,88.0,0.6,10.0
10,29,302,23.5,16.4,90.0,0.6,33.0
10,30,303,24.0,16.0,89.0,0.6,74.8
10,31,304,22.0,16.0,84.0,0.4,35.3
11,1,305,22.2,16.0,90.0,0.2,6.2
11,2,306,23.8,15.8,85.0,0.2,2.6
11,3,307,24.8,16.0,83.0,0.4,8.0
11,4,308,24.6,16.2,85.0,0.6,3.2
11,5,309,24.9,17.0,85.0,0.2,1.0
11,6,310,24.6,16.5,88.0,0.0,0.0
11,7,311,25.4,17.0,84.0,0.6,3.0
11,8,312,24.8,16.8,87.0,0.2,37.4
11,9,313,24.7,16.8,86.0,0.2,1.6
11,10,314,25.4,17.0,90.0,0.4,17.6
11,11,315,24.4,16.4,87.0,0.4,58.1
11,12,316,24.2,16.4,85.0,0.6,0.8
11,13,317,24.8,16.6,84.0,0.4,2.2
11,14,318,22.8,16.5,88.0,0.4,68.5
11,15,319,24.8,16.0,86.0,0.2,5.4
11,16,320,24.6,16.5,90.0,0.0,0.0
11,17,321,24.6,15.8,83.0,0.4,98.0
11,18,322,23.4,15.4,85.0,0.0,0.0
11,19,323,25.0,15.8,84.0,0.4,1.4
11,20,324,25.0,15.8,82.0,0.0,0.0
11,21,325,24.0,15.8,83.0,0.2,0.5
11,22,326,23.6,15.4,85.0,0.2,27.4
11,23,327,24.7,16.6,79.0,0.0,0.0
11,24,328,25.0,16.4,76.0,0.0,0.0
11,25,329,24.5,16.4,80.0,0.0,0.0
11,26,330,25.0,16.4,80.0,0.2,0.2
11,27,331,25.2,16.2,82.0,0.2,3.0
11,28,332,25.4,17.0,85.0,0.2,3.6
11,29,333,24.0,16.6,82.0,0.2,8.2
11,30,334,24.8,17.0,79.0,0.0,0.0
12,1,335,23.8,16.6,77.0,0.0,0.0
12,2,336,24.7,16.8,82.0,0.0,0.0
12,3,337,23.5,16.8,84.0,0.2,0.2
12,4,338,24.0,16.4,82.0,0.2,13.4
12,5,339,24.0,16.8,84.0,0.6,0.2
12,6,340,24.2,16.4,83.0,0.0,0.0
12,7,341,24.4,16.6,82.0,0.2,0.1
12,8,342,23.2,16.6,82.0,0.2,1.2
12,9,343,25.0,16.8,87.0,0.0,0.0
12,10,344,22.8,16.0,87.0,0.2,0.4
12,11,345,25.0,16.0,82.0,0.2,4.6
12,12,346,24.4,16.0,86.0,0.0,0.0
12,13,347,24.2,15.6,81.0,0.4,45.5
12,14,348,24.0,16.0,88.0,0.2,16.5
12,15,349,24.4,15.2,81.0,0.0,0.0
12,16,350,24.8,15.4,82.0,0.2,3.6
12,17,351,25.0,16.0,79.0,0.2,3.5
12,18,352,23.6,15.0,85.0,0.2,0.3
12,19,353,22.9,15.2,85.0,0.6,1.8
12,20,354,23.8,16.0,79.0,0.2,3.6
12,21,355,24.0,16.0,83.0,0.2,0.6
12,22,356,23.0,16.4,85.0,0.4,0.4
12,23,357,23.2,15.8,80.0,0.2,2.5
12,24,358,24.4,15.6,83.0,0.4,0.7
12,25,359,23.8,15.8,84.0,0.0,0.0
12,26,360,23.8,14.8,80.0,0.4,3.5
12,27,361,20.8,15.0,82.0,0.2,0.2
12,28,362,23.4,15.6,84.0,0.2,0.4
12,29,363,23.0,16.0,78.0,0.4,2.2
12,30,364,24.5,15.0,80.0,0.4,0.3
12,31,365,24.0,16.4,80.0,0.0,0.0
